VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
WBA8E1C53J,King,Bellevue,WA,98006,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45600,41,269508935,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800
LYVBR0DM2K,Pierce,Tacoma,WA,98422,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,27,476596767,POINT (-122.37683 47.28642),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940011
2C4RC1N77K,Thurston,Lacey,WA,98516,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,22,332162120,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
KNDJP3AE1G,Kitsap,Bremerton,WA,98311,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,23,311711193,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091600
5YJSA1CP6D,Pierce,Puyallup,WA,98371,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,25,350434122,POINT (-122.29521 47.19045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073408
WBAJA9C53J,King,Sammamish,WA,98075,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,52650,41,180717547,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032207
KNDJX3AE3H,Clark,Vancouver,WA,98661,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,49,268276200,POINT (-122.62934 45.63201),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041600
5YJSA1DP2D,King,Tukwila,WA,98188,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,11,236537164,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026200
KNDJX3AEXH,King,Auburn,WA,98001,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,47,282890303,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029806
WBA7J2C59J,Pierce,Puyallup,WA,98375,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,2,249980923,POINT (-122.30855 47.10424),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053073127
KNDJX3AE5G,Grays Harbor,Mccleary,WA,98557,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,24,349402021,POINT (-123.26405 47.04946),BONNEVILLE POWER ADMINISTRATION||CITY OF MCCLEARY - (WA),53027000600
5YJRE1A32A,King,Bellevue,WA,98006,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,41,155709683,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006
LYVBR0DL5K,King,Seattle,WA,98122,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,37,235035139,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008700
5YJSA1H19E,Pierce,Tacoma,WA,98422,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,27,106156550,POINT (-122.37683 47.28642),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940008
WBAJA9C54J,Skagit,Mount Vernon,WA,98274,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,52650,10,213759626,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057952403
LYVBR0DK7K,King,Seattle,WA,98103,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,43,474474857,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004901
YV4BR0PL2J,Spokane,Spokane,WA,99203,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,6,176379234,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004200
WBAJA9C55J,Pierce,Tacoma,WA,98404,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,52650,27,185986111,POINT (-122.41249 47.21584),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053062400
WBAJA9C51J,Thurston,Lacey,WA,98516,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,52650,22,194339561,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
LYVBR0DM0K,King,Kent,WA,98042,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,47,3409514,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031601
5YJSA1H11E,King,Bellevue,WA,98006,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,41,116057441,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007
KNDJP3AE5H,Snohomish,Lynnwood,WA,98087,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,21,307790668,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061050102
2C4RC1L76K,Spokane,Spokane,WA,99224,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,6,475722012,POINT (-117.46996 47.59431),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013503
5YJSA1CN8D,Pierce,Gig Harbor,WA,98335,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,26,150428099,POINT (-122.58009 47.328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072507
5YJSA1CP2D,King,Maple Valley,WA,98038,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,5,477074104,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032003
KNDJX3AEXG,King,Mercer Island,WA,98040,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,41,244035501,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024400
YV4BR0DL8J,Snohomish,Snohomish,WA,98296,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,1,244251556,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113
KNDJP3AE0G,Walla Walla,Touchet,WA,99360,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,16,168861703,POINT (-118.66923 46.04238),PACIFICORP,53071920100
5YJRE1A11A,King,Seattle,WA,98144,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,37,231914133,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500
LYVBR0DL1J,Kitsap,Bainbridge Island,WA,98110,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,23,128701086,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090800
KNDJX3AE7G,King,Seattle,WA,98108,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,11,103964409,POINT (-122.30346 47.55379),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010402
5YJSA1DP6C,Spokane,Spokane,WA,99224,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,6,112795084,POINT (-117.46996 47.59431),MODERN ELECTRIC WATER COMPANY,53063003800
5YJSA1DP4D,King,Federal Way,WA,98003,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,30,152388946,POINT (-122.3303 47.30151),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030204
5YJSA1CG2D,King,Seattle,WA,98116,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,34,216064621,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702
5YJSA1CN6D,Franklin,Pasco,WA,99301,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,9,199484995,POINT (-119.09467 46.23542),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020503
5YJSA1CP5C,Spokane,Spokane,WA,99224,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,6,179105839,POINT (-117.46996 47.59431),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013600
YV4BR0DL0J,San Juan,Eastsound,WA,98245,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,40,241036617,POINT (-122.91109 48.69389),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960101
5YJSA1H18E,Island,Greenbank,WA,98253,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,10,209957520,POINT (-122.56817 48.08827),PUGET SOUND ENERGY INC,53029971302
WBA8E1C59J,Snohomish,Snohomish,WA,98290,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45600,39,226161547,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052206
5YJSA1S15E,King,Sammamish,WA,98074,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,111397100,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217
KNDJP3AE2G,Snohomish,Marysville,WA,98270,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,44,219129767,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052711
5YJSA1DP5D,Snohomish,Everett,WA,98208,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,44,339290290,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041607
JF2GTDNC9K,Snohomish,Marysville,WA,98270,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,34995,44,257689428,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052707
WBAJA9C56K,Pierce,Steilacoom,WA,98388,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,53400,28,230468668,POINT (-122.59802 47.17303),BONNEVILLE POWER ADMINISTRATION||TOWN OF STEILACOOM|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072109
2C4RC1N75K,King,Redmond,WA,98053,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,45,249136072,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315
5YJSA1CN3D,Snohomish,Mukilteo,WA,98275,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,21,152801827,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042001
LYVBR0DM8K,Pierce,Lakewood,WA,98439,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,28,254453685,POINT (-122.52968 47.12717),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053072901
WBAJB1C58J,Pierce,Spanaway,WA,98387,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,29,447189144,POINT (-122.41046 47.06512),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071417
KNDJP3AEXG,Benton,Kennewick,WA,99336,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,8,110708,POINT (-119.11698 46.20837),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010902
KNDJX3AE5G,King,Bellevue,WA,98006,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,41,157758142,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800
LYVBR0DK3J,Snohomish,Lake Stevens,WA,98258,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,39,202014977,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061053603
5YJSA1H17E,Clark,Ridgefield,WA,98642,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,18,200805650,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040905
KNDJX3AE4H,Thurston,Tumwater,WA,98512,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,22,314558170,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067010920
5YJSA1DP9D,Clark,Battle Ground,WA,98604,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,18,207796942,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040505
5YJSA1CNXD,King,Bellevue,WA,98006,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,41,244824982,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006
5YJSA1S18E,Kitsap,Bainbridge Island,WA,98110,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,23,144998745,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035091001
WBAJB1C5XJ,Snohomish,Snohomish,WA,98296,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,39,112580002,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113
YV4BR0DL1J,King,Seattle,WA,98126,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,34,176319643,POINT (-122.36893 47.54701),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009900
KNDJP3AE1G,King,Carnation,WA,98014,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,5,152282154,POINT (-121.91353 47.64901),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,53033032500
5YJSA1H14E,Pierce,Gig Harbor,WA,98332,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,26,202471629,POINT (-122.58964 47.34235),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072509
5YJSA1H17E,Whatcom,Custer,WA,98240,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,42,187887465,POINT (-122.64219 48.91865),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010407
WBAJB1C57K,King,Auburn,WA,98002,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,55700,31,268399253,POINT (-122.22285 47.30507),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030802
5YJSA1DP7D,Snohomish,Lynnwood,WA,98087,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,21,215223144,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061051803
KNDJP3AE6H,Pierce,Spanaway,WA,98387,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,28,349040863,POINT (-122.41046 47.06512),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071416
WBA8E1C58J,Snohomish,Arlington,WA,98223,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45600,39,350153688,POINT (-122.1264 48.19471),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053506
5YJSA1DP0C,Snohomish,Arlington,WA,98223,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,10,477376091,POINT (-122.1264 48.19471),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053400
KNDJX3AE2H,Snohomish,Bothell,WA,98021,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,1,348426872,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051914
JF2GTDNC5K,Pierce,Fox Island,WA,98333,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,34995,26,117982945,POINT (-122.65107 47.27375),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072410
5YJSA1H16E,Pierce,Ruston,WA,98407,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,27,168638410,POINT (-122.51134 47.29238),BONNEVILLE POWER ADMINISTRATION||TOWN OF RUSTON - (WA)|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060300
WBAJA9C59K,King,Seattle,WA,98118,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,53400,37,265745518,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011802
WBAJB1C59J,Benton,Richland,WA,99352,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,8,136877793,POINT (-119.27372 46.27391),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010819
5YJRE1A34B,King,Mercer Island,WA,98040,2011,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,109000,41,9547569,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601
KNDJX3AE3J,King,Maple Valley,WA,98038,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,5,164627928,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032011
5YJSA1DN1C,Pierce,Roy,WA,98580,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,2,4382241,POINT (-122.54332 47.00328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073005
5YJSA1DN4D,Spokane,Spokane,WA,99205,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,3,140765544,POINT (-117.45674 47.69963),MODERN ELECTRIC WATER COMPANY,53063001900
WBA7J2C36H,Pierce,South Hill,WA,98375,2017,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,89100,2,251461759,POINT (-122.30855 47.10424),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053073120
WBAJB1C51J,Pierce,Tacoma,WA,98409,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,29,128854554,POINT (-122.47913 47.2198),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053063000
WBAJA9C55J,Skagit,Burlington,WA,98233,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,52650,40,150148729,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,53057951800
YV4BR0DL8J,Skagit,Anacortes,WA,98221,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,40,324053495,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940403
WBA7J2C57J,King,Mercer Island,WA,98040,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,41,208699144,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500
WBAJB1C52J,Pierce,Tacoma,WA,98407,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,27,125390184,POINT (-122.51134 47.29238),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060400
5YJSA1CP4C,Pierce,Tacoma,WA,98466,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,28,155060216,POINT (-122.53756 47.23165),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072311
WBAJB1C51J,Snohomish,Everett,WA,98208,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,44,220395360,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041601
5YJSA1CP5C,Whatcom,Bellingham,WA,98226,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,42,127297908,POINT (-122.49756 48.7999),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000101
5YJSA1H13E,Whatcom,Everson,WA,98247,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,42,151791419,POINT (-122.34527 48.92009),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010702
5YJSA1H10E,Snohomish,Lynnwood,WA,98087,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,21,201995720,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061042004
KNDJP3AEXH,Pierce,Milton,WA,98354,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,30,118035039,POINT (-122.32172 47.24898),BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),53053070703
5YJSA1S1XE,Clark,Vancouver,WA,98665,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,49,106274402,POINT (-122.64443 45.67871),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041008
5YJSA1DP6D,Pierce,Tacoma,WA,98403,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,27,175809357,POINT (-122.46037 47.26455),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061502
5YJSA1H27E,Mason,Belfair,WA,98528,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,35,264727557,POINT (-122.82802 47.44998),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960402
5YJSA1CN7D,Snohomish,Lake Stevens,WA,98258,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,44,140738552,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052605
5YJRE11B08,King,Bellevue,WA,98004,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,48,178726425,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805
5YJSA1H18E,Mason,Shelton,WA,98584,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,35,127592769,POINT (-123.10565 47.21248),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960800
5YJSA1H15E,King,Renton,WA,98059,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,5,167425660,POINT (-122.15734 47.48718),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031904
5YJSA1H17E,Snohomish,Bothell,WA,98012,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,44,348137373,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052007
WBA7J2C51J,King,Kirkland,WA,98033,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,48,124942275,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501
WBA8E1C39H,Pierce,Tacoma,WA,98422,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,27,308997,POINT (-122.37683 47.28642),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940011
